date,stock,action,price,shares,cost,reason,profit
20260203,300225.SZ,SELL,5.07,1200,,调仓卖出,-588.0000000000002
20260203,300468.SZ,SELL,32.45,200,,调仓卖出,-320.0000000000003
20260203,300493.SZ,SELL,19.57,300,,调仓卖出,-351.0000000000005
20260203,300149.SZ,SELL,10.84,600,,调仓卖出,23.99999999999949
20260203,300909.SZ,SELL,46.760000000000005,100,,调仓卖出,-82.99999999999983
20260203,300884.SZ,SELL,15.840000000000002,400,,调仓卖出,-7.9999999999998295
20260203,300228.SZ,SELL,10.56,700,,调仓卖出,483.0000000000009
20260203,300378.SZ,SELL,53.72,100,,调仓卖出,-400.0000000000007
20260203,300383.SZ,SELL,16.400000000000002,500,,调仓卖出,1165.000000000001
20260203,300085.SZ,SELL,38.79,100,,调仓卖出,-297.99999999999966
20260203,301380.SZ,SELL,38.36000000000001,100,,调仓卖出,-9.999999999999432
20260203,300445.SZ,SELL,25.849999999999998,200,,调仓卖出,109.99999999999943
20260203,300743.SZ,SELL,20.330000000000002,300,,调仓卖出,-275.99999999999943
20260203,300520.SZ,SELL,44.300000000000004,100,,调仓卖出,-128.99999999999991
20260203,300287.SZ,SELL,5.07,1300,,调仓卖出,-246.99999999999935
20260203,300600.SZ,SELL,14.38,400,,调仓卖出,-83.99999999999963
20260203,300192.SZ,SELL,20.55,300,,调仓卖出,-696.0000000000001
20260203,300078.SZ,SELL,4.96,1300,,调仓卖出,-312.0000000000003
20260203,300638.SZ,SELL,29.37,200,,调仓卖出,-353.9999999999999
20260203,300409.SZ,SELL,29.3,200,,调仓卖出,-216.00000000000037
20260203,300597.SZ,SELL,9.91,700,,调仓卖出,-56.00000000000005
20260203,300177.SZ,SELL,9.36,700,,调仓卖出,-482.99999999999966
20260203,300584.SZ,SELL,44.44,100,,调仓卖出,-595.0000000000002
20260203,300299.SZ,SELL,7.13,900,,调仓卖出,-279.00000000000045
20260203,300003.SZ,SELL,17.83,300,,调仓卖出,-273.00000000000114
20260203,300288.SZ,SELL,14.57,400,,调仓卖出,-20.000000000000284
20260203,300509.SZ,SELL,14.93,400,,调仓卖出,60.00000000000014
20260203,300982.SZ,SELL,21.410000000000004,300,,调仓卖出,-164.99999999999807
20260203,300563.SZ,SELL,36.74,100,,调仓卖出,-226.0000000000005
20260203,301091.SZ,SELL,25.36,200,,调仓卖出,-296.0000000000001
20260203,300081.SZ,SELL,5.37,1200,,调仓卖出,-251.99999999999994
20260203,300598.SZ,SELL,44.26,100,,调仓卖出,-252.0000000000003
20260203,300369.SZ,SELL,8.39,900,,调仓卖出,459.0000000000006
20260203,300008.SZ,SELL,8.83,800,,调仓卖出,351.9999999999996
20260203,301033.SZ,SELL,74.9,100,,调仓卖出,354.0000000000006
20260203,300044.SZ,SELL,6.1000000000000005,1200,,调仓卖出,564.0000000000008
20260203,300310.SZ,SELL,6.920000000000001,1100,,调仓卖出,539.0000000000002
20260203,300016.SZ,SELL,10.030000000000001,700,,调仓卖出,651.000000000001
20260203,300213.SZ,SELL,9.43,700,,调仓卖出,-62.9999999999999
20260203,300830.SZ,SELL,14.450000000000001,500,,调仓卖出,785.0000000000001
20260203,301301.SZ,SELL,10.9,600,,调仓卖出,-77.9999999999994
20260203,301046.SZ,SELL,25.92,200,,调仓卖出,-123.99999999999949
20260203,301085.SZ,SELL,65.21000000000001,100,,调仓卖出,1051.0000000000005
20260203,301019.SZ,SELL,23.759999999999998,200,,调仓卖出,-152.0000000000003
20260203,300095.SZ,SELL,10.64,600,,调仓卖出,-497.999999999999
20260203,300525.SZ,SELL,13.420000000000002,500,,调仓卖出,-444.9999999999994
20260203,300238.SZ,SELL,15.68,400,,调仓卖出,-256.0000000000002
20260203,300766.SZ,SELL,45.22,100,,调仓卖出,275.9999999999998
20260203,300093.SZ,SELL,18.75,400,,调仓卖出,612.0000000000005
20260203,300562.SZ,SELL,14.73,400,,调仓卖出,-139.99999999999986
20260203,300740.SZ,SELL,23.1,200,,调仓卖出,-265.99999999999966
20260203,300002.SZ,SELL,12.309999999999999,500,,调仓卖出,4.999999999999005
20260203,300825.SZ,SELL,10.13,600,,调仓卖出,-198.00000000000006
20260203,300043.SZ,SELL,6.8500000000000005,1100,,调仓卖出,461.99999999999994
20260203,301027.SZ,SELL,18.05,300,,调仓卖出,-506.9999999999993
20260203,300254.SZ,SELL,10.57,600,,调仓卖出,-192.00000000000017
20260203,301321.SZ,SELL,22.68,300,,调仓卖出,518.9999999999991
20260203,300494.SZ,SELL,14.1,500,,调仓卖出,424.9999999999989
20260203,300067.SZ,SELL,5.2700000000000005,1400,,调仓卖出,237.9999999999999
20260203,300678.SZ,SELL,33.37,200,,调仓卖出,-1.999999999999602
20260203,300263.SZ,SELL,11.57,700,,调仓卖出,1442.0000000000005
20260203,300270.SZ,SELL,11.64,600,,调仓卖出,-132.0000000000004
20260203,300143.SZ,SELL,11.45,500,,调仓卖出,-275.00000000000034
20260203,300416.SZ,SELL,18.950000000000003,300,,调仓卖出,-137.9999999999992
20260203,300359.SZ,SELL,5.68,1200,,调仓卖出,59.99999999999872
20260203,300688.SZ,SELL,32.1,200,,调仓卖出,268.0
20260203,301119.SZ,SELL,48.08,100,,调仓卖出,-506.0000000000002
20260203,301087.SZ,SELL,52.440000000000005,100,,调仓卖出,-303.0000000000001
20260203,300540.SZ,SELL,23.03,300,,调仓卖出,261.0000000000003
20260203,300170.SZ,SELL,27.41,200,,调仓卖出,219.99999999999957
20260203,300006.SZ,SELL,5.09,1400,,调仓卖出,237.9999999999999
20260203,300590.SZ,SELL,12.540000000000001,500,,调仓卖出,-69.9999999999994
20260203,300265.SZ,SELL,16.220000000000002,500,,调仓卖出,965.0000000000008
20260203,301337.SZ,SELL,30.99,200,,调仓卖出,5.999999999999517
20260203,300872.SZ,SELL,17.23,300,,调仓卖出,-882.0000000000003
20260203,301226.SZ,SELL,30.970000000000002,200,,调仓卖出,-335.9999999999992
20260203,300353.SZ,SELL,22.590000000000003,300,,调仓卖出,-86.99999999999974
20260203,300251.SZ,SELL,20.14,400,,调仓卖出,1248.0000000000005
20260203,301056.SZ,SELL,17.810000000000002,400,,调仓卖出,988.0000000000009
20260203,301070.SZ,SELL,60.19,100,,调仓卖出,-31.000000000000938
20260203,300366.SZ,SELL,6.73,1000,,调仓卖出,-389.99999999999966
20260203,300922.SZ,SELL,22.96,200,,调仓卖出,-215.99999999999966
20260203,300654.SZ,SELL,12.65,600,,调仓卖出,1109.9999999999998
20260203,300339.SZ,SELL,50.1,100,,调仓卖出,-414.9999999999999
20260203,300424.SZ,SELL,18.720000000000002,300,,调仓卖出,-197.99999999999898
20260203,300745.SZ,SELL,26.029999999999998,200,,调仓卖出,-452.00000000000034
20260203,300465.SZ,SELL,18.740000000000002,300,,调仓卖出,-425.99999999999943
20260203,300689.SZ,SELL,58.43,100,,调仓卖出,1181.0000000000002
20260203,301282.SZ,SELL,28.37,200,,调仓卖出,-106.00000000000023
